crop,temp_c,humidity,gas_ppm,hours_since_harvest,vqi,weight
Banana,24.35,54.23,131.87,30,5.87,121.58748379134974
Banana,22.73,64.16,10.7,42,4.67,121.10483482351043
Banana,28.95,62.82,356.7,2,6.69,112.0709879453437
Banana,27.28,63.17,274.58,14,6.19,128.203579079435
Banana,25.6,68.66,34.55,33,5.02,109.02854078751454
Banana,27.35,74.83,219.83,35,4.46,100.19639997366173
Banana,24.51,63.22,42.52,15,7.16,114.68806621150793
Banana,27.97,66.93,120.27,39,6.2,122.54431949862824
Banana,26.77,66.27,117.78,39,4.27,87.34923926153961
Banana,33.84,70.67,169.77,42,4.87,118.62246451522303
Banana,31.9,60.44,398.06,16,4.6,131.0160851908059
Banana,29.82,60.29,210.92,40,4.14,124.19581151524801
Banana,27.88,60.88,246.68,7,7.63,131.63691160097662
Banana,28.26,53.66,319.99,30,5.18,122.74253187286351
Banana,30.72,64.77,166.26,38,3.91,89.2343321374372
Banana,27.86,59.74,363.21,20,6.45,126.48853373766097
Banana,28.05,66.26,364.13,2,7.12,96.08697195100511
Banana,25.27,53.04,220.95,22,6.6,134.64582795737658
Banana,24.94,64.71,127.52,40,5.61,108.03708368056272
Banana,26.68,63.72,182.44,19,4.45,91.83112719927324
Banana,19.16,62.28,333.43,28,7.21,110.4030184010106
Banana,26.91,69.99,106.99,29,6.21,126.51101448813341
Banana,26.27,60.98,209.39,9,7.18,135.77046607372714
Banana,29.64,66.52,375.04,32,5.37,129.52407485055008
Banana,30.67,61.84,51.11,13,7.89,116.3782421386706
Banana,34.71,73.3,48.65,43,3.7,132.56897291695918
Banana,28.74,64.32,181.48,7,7.44,112.76971486023804
Banana,27.46,68.38,241.78,27,6.06,129.70977903505656
Banana,25.3,68.05,465.78,17,6.51,127.10592823827758
Banana,23.85,70.73,22.24,31,5.77,93.2369238367069
Banana,29.74,65.73,62.35,20,6.19,136.27288950491905
Banana,26.92,58.41,285.33,19,6.76,96.51547271723857
Banana,28.27,67.21,204.8,25,5.17,97.83341606475884
Banana,27.06,66.39,174.86,46,5.38,127.48330281712255
Banana,27.13,49.82,41.31,21,6.0,85.97536768717573
Banana,27.66,56.64,178.12,8,6.2,126.9435125215124
Banana,28.27,68.53,278.71,8,6.96,98.00183825539399
Banana,29.82,72.1,404.9,17,4.8,129.98094300533734
Banana,23.3,64.59,442.32,43,5.13,119.10280508182328
Banana,28.76,69.05,377.41,15,5.01,119.10962198021895
Banana,23.14,65.55,440.24,13,5.16,117.14071940741039
Banana,29.1,65.18,311.52,30,4.55,122.92221522390034
Banana,27.96,64.28,153.24,16,6.12,131.48975068169392
Banana,26.77,65.4,155.55,9,5.18,102.50571918483135
Banana,26.89,66.94,434.63,40,3.34,120.58176698704507
Banana,27.41,62.99,467.19,10,6.66,111.89513300499573
Banana,30.27,71.23,463.96,47,3.73,98.4647140545822
Banana,30.01,60.0,381.9,29,5.07,124.32965477389904
Banana,29.66,73.51,90.18,28,3.72,107.66525161515126
Banana,22.96,63.92,188.16,8,5.08,101.21524343864026
Banana,28.73,64.74,205.23,45,3.59,118.45198885936239
Banana,19.81,61.86,101.27,15,5.8,131.85635047029896
Banana,20.61,67.05,272.5,12,6.63,127.68407773012038
Banana,30.37,63.12,391.82,33,4.64,99.96783568336471
Banana,22.66,62.62,425.07,29,5.28,149.11795347712572
Banana,26.46,68.06,47.1,7,7.01,129.95802848684338
Banana,31.21,70.81,472.49,36,5.59,118.92034905944516
Banana,28.75,59.79,22.29,7,5.89,128.48722418084498
Banana,28.11,69.13,389.58,25,4.62,104.23111213900145
Banana,26.84,71.24,324.81,10,7.04,109.47930312296927
Banana,27.38,56.18,139.69,3,7.46,107.74354891400296
Banana,25.12,60.77,331.0,39,6.37,115.40286584457611
Banana,25.56,71.12,151.47,15,5.72,93.47372442962967
Banana,27.26,66.87,223.82,32,3.91,143.42815774404374
Banana,27.7,73.55,295.83,31,4.71,129.0053950748337
Banana,26.53,64.11,284.89,28,5.67,108.24610566161589
Banana,20.29,62.37,404.94,37,5.3,112.33820211158296
Banana,31.69,71.81,339.51,47,4.19,125.94014569062092
Banana,29.81,60.82,3.4,32,5.62,105.39981904224044
Banana,26.39,63.78,329.16,43,4.09,117.58162597568861
Banana,29.91,67.8,467.91,7,6.12,128.79386124589513
Banana,25.92,68.29,142.96,44,5.1,122.05546442942388
Banana,27.95,61.01,114.42,46,5.02,121.62646317394
Banana,21.23,66.3,255.74,19,7.19,104.59266564370697
Banana,27.77,63.55,380.05,15,5.66,96.77827958803688
Banana,26.16,56.59,83.37,21,6.07,138.2974990503814
Banana,27.65,62.69,71.34,12,7.41,96.37402832065396
Banana,32.13,56.83,189.74,38,4.47,100.53650756824563
Banana,26.95,61.7,259.34,41,4.32,111.35736414879908
Banana,25.63,58.99,424.55,5,6.33,138.79375689670377
Banana,25.66,68.87,250.33,45,3.59,126.54023866515743
Banana,22.75,66.5,285.53,7,4.84,108.60643868716188
Banana,28.21,72.69,324.7,24,5.17,107.976056935638
Banana,28.6,60.39,297.75,9,6.54,126.51329176663963
Banana,27.2,65.62,431.4,31,4.98,143.67963504420484
Banana,29.76,59.49,151.24,37,5.95,106.83805928093084
Banana,29.79,61.84,16.91,43,5.28,128.82015462881878
Banana,27.21,63.0,251.09,12,5.88,116.379937487976
Banana,28.76,74.87,126.82,6,5.81,119.50318547637036
Banana,33.52,66.82,341.24,4,7.19,117.24652847901918
Banana,24.53,64.36,116.05,16,7.11,125.46220236653505
Banana,29.32,70.4,488.19,3,5.7,109.6329356098048
Banana,27.26,68.36,304.44,3,7.09,108.89399948519099
Banana,30.14,64.72,280.78,9,6.52,115.55369453318504
Banana,24.62,68.38,15.36,47,3.75,136.46126358871615
Banana,27.6,63.47,316.41,31,4.97,112.04196550863179
Banana,24.96,79.93,346.83,42,5.07,98.20844861840959
Banana,21.7,71.1,441.84,6,6.01,143.31300903104844
Banana,31.21,62.97,452.28,31,5.15,118.01049679339943
Banana,25.7,68.8,58.9,45,4.52,125.4310365454038
Banana,24.47,67.74,428.16,11,6.38,126.14859829708529
Banana,25.27,66.42,43.06,34,5.07,119.953902660733
Banana,32.47,67.57,353.4,25,5.72,123.17771266383116
Banana,30.93,60.94,482.06,20,5.32,95.85920512091249
Banana,26.35,62.82,413.68,31,5.74,122.35092586476009
Banana,29.58,73.29,305.46,26,4.67,123.51701235495558
Banana,23.77,66.02,361.12,12,7.48,112.90497655870476
Banana,28.57,61.5,0.43,36,4.24,139.5690466312041
Banana,25.71,64.3,293.82,2,5.67,112.61905524954163
Banana,28.31,62.33,425.13,18,5.84,112.50545882898902
Banana,22.88,69.49,463.88,32,6.08,119.3781816908991
Banana,25.21,62.2,178.67,7,7.13,131.03010576506236
Banana,27.55,65.22,389.93,14,5.56,117.59693035126588
Banana,27.51,61.69,220.35,27,5.72,123.22824481017464
Banana,22.61,76.04,443.1,37,5.19,98.73117681363539
Banana,24.08,68.15,29.43,6,6.49,113.26245011149562
Banana,28.27,67.95,29.43,15,7.02,141.0511273953967
Banana,27.92,68.49,315.5,16,5.02,132.9303969380927
Banana,28.97,63.03,3.29,13,6.65,117.77997232586016
Banana,27.57,72.61,379.27,47,5.83,89.3123438913303
Banana,23.84,64.66,428.77,43,5.31,91.68993661157774
Banana,25.94,73.86,68.9,9,6.27,138.28985916809108
Banana,28.59,63.38,252.56,32,4.37,112.32989412498239
Banana,23.99,68.58,22.92,27,5.28,122.35843565516986
Banana,23.62,65.83,148.29,30,4.31,89.86098032082324
Banana,26.09,66.34,238.11,5,7.33,122.41131437779518
Banana,27.81,56.65,76.51,29,4.58,101.81137846697908
Banana,21.47,60.08,97.85,26,5.42,120.85936303785006
Banana,26.27,72.55,432.65,41,6.21,113.40149087844632
Banana,28.56,58.56,302.77,33,3.82,124.74184689555149
Banana,29.15,69.46,133.38,37,5.26,85.05870753365954
Banana,23.99,78.0,393.04,12,6.13,138.16079565762686
Banana,28.12,67.77,440.93,38,3.91,132.93083113978653
Banana,29.98,75.63,117.18,11,6.0,124.03810114210519
Banana,28.82,68.46,3.37,39,4.74,98.71439511753722
Banana,25.76,66.31,441.95,37,5.52,113.09205280908144
Banana,19.84,66.87,449.95,28,5.64,109.1765178054822
Banana,27.63,64.11,326.15,18,7.03,124.90735532700793
Banana,31.74,63.96,316.0,8,6.79,90.46339814815896
Banana,29.47,62.37,257.32,10,6.16,82.3300301807793
Banana,29.26,67.12,179.93,36,5.42,97.50571567910754
Banana,27.51,76.0,140.05,10,6.33,129.91767394807545
Banana,29.69,72.12,307.88,37,4.68,113.17456551136453
Banana,27.91,66.02,439.11,31,5.17,94.31931356801121
Banana,21.76,68.07,209.73,32,5.36,131.46135015729314
Banana,29.67,64.57,36.57,20,6.02,99.93344621408572
Banana,24.42,72.11,154.67,42,4.05,111.37178446483189
Banana,27.2,56.84,144.12,24,7.47,115.42850025587857
Banana,29.22,74.65,460.81,21,4.28,96.49262574860343
Banana,24.75,62.27,490.0,7,6.61,91.00268731975795
Banana,24.04,63.08,99.82,44,5.41,116.71639757849731
Banana,28.43,58.89,168.07,25,5.39,95.0296119377394
Banana,23.66,65.77,345.45,23,5.65,87.22233937237093
Banana,26.42,61.6,182.71,7,7.04,134.3599192715164
Banana,30.39,70.82,249.66,25,5.64,141.14351033925644
Banana,31.88,68.38,92.24,43,5.42,121.52273720226107
Banana,21.66,61.53,284.05,23,6.45,111.55555122170313
Banana,26.34,60.62,165.28,19,5.35,89.92610859624114
Banana,30.81,61.79,120.24,17,5.79,142.8594146786423
Banana,25.81,60.27,179.93,37,4.46,121.64525600218677
Banana,29.38,63.6,370.16,14,6.57,81.77137616574612
Banana,29.6,60.8,161.84,38,4.5,109.1535297854389
Banana,25.17,70.84,423.33,25,5.83,100.457785332103
Banana,28.29,62.51,385.76,20,6.6,117.89836148522842
Banana,28.47,67.88,221.54,21,4.79,106.34078784104763
Banana,29.73,67.92,348.65,28,5.16,116.56945696089826
Banana,22.12,55.73,415.15,18,5.57,119.01277388590191
Banana,30.88,68.57,89.51,17,5.83,124.7633641746922
Banana,29.06,56.47,322.45,2,7.07,114.5699677562882
Banana,23.61,60.83,17.94,22,6.73,114.49134808703464
Banana,26.62,68.34,379.23,28,5.65,120.73940932379014
Banana,29.51,65.62,66.04,2,5.56,134.66387152331194
Banana,23.77,63.3,430.52,31,5.28,108.04024227998008
Banana,24.23,56.09,207.57,21,6.14,98.54869662478411
Banana,27.06,69.82,236.63,25,5.46,142.31526407403456
Banana,25.69,67.17,58.98,47,5.09,129.3962576716246
Banana,27.75,60.72,66.8,3,6.74,94.9206271115549
Banana,29.47,60.19,219.27,16,5.66,125.95528226615653
Banana,27.82,70.13,452.05,30,5.25,112.14545481791362
Banana,26.97,66.5,146.86,36,5.12,103.42533788717718
Banana,29.48,58.2,263.47,14,6.05,121.99687003386464
Banana,26.69,61.35,416.33,20,6.71,116.57950832574701
Banana,24.76,74.79,261.46,2,7.5,123.90127633497603
Banana,30.47,70.01,391.99,46,4.62,118.07327548449555
Banana,19.74,65.0,44.5,17,5.91,126.6567673338896
Banana,27.19,65.11,3.74,44,5.21,126.93099480782004
Banana,25.91,54.12,130.73,4,8.12,121.61929276008345
Banana,24.23,71.53,96.01,41,4.73,135.0796584476908
Banana,27.9,62.74,116.72,7,6.87,139.1213750805272
Banana,28.38,60.96,206.91,32,6.7,130.75284016847334
Banana,24.51,68.75,212.56,6,6.67,105.81309602013006
Banana,22.81,61.85,301.44,27,5.36,101.0015163437925
Banana,23.08,55.89,52.8,29,5.52,113.1513529092444
Banana,32.44,67.05,262.6,16,6.96,104.18413010561346
Banana,32.77,57.42,400.06,10,6.93,121.15761943253287
Banana,27.09,64.71,36.45,23,6.09,117.39785901805377
Banana,22.89,66.59,442.33,38,4.6,98.95440967380395
Banana,26.56,63.61,322.85,22,6.87,98.08753660463111
Banana,20.4,63.63,473.03,43,3.84,114.08511254049544
Banana,27.94,72.75,317.83,30,4.64,114.44376055935756
Banana,24.02,72.83,307.06,27,4.81,132.54286054129102
Banana,23.37,60.41,254.66,7,7.05,109.05074845203913
Banana,29.93,62.03,255.92,12,6.44,137.2007173509458
Banana,26.54,62.3,479.86,37,6.43,115.97853738060205
Banana,29.6,64.84,311.61,21,7.05,134.0083580322632
Banana,30.62,64.59,434.92,45,4.24,94.41207460598224
Banana,26.73,73.59,6.98,21,5.84,137.0101177119995
Banana,26.98,64.07,197.81,28,6.39,126.05620349548835
Banana,30.17,59.85,40.44,7,6.45,123.06244116661931
Banana,25.38,62.06,237.5,34,5.0,118.26427337059174
Banana,30.46,66.87,331.53,31,5.09,130.89016912941605
Banana,20.93,63.71,260.84,35,5.18,126.48740511314061
Banana,25.94,66.57,307.77,6,7.02,119.58401014887276
Banana,27.56,63.78,236.26,17,5.82,131.9213505756526
Banana,23.38,68.62,113.26,13,6.43,83.80091118487292
Banana,28.11,64.56,212.3,13,5.41,97.98800896312254
Banana,27.52,58.92,276.35,12,7.27,104.1827098730266
Banana,24.8,63.27,71.71,22,6.21,121.44784863018877
Banana,24.69,76.06,497.05,8,5.49,127.26748729169383
Banana,24.38,71.18,466.08,35,4.77,114.24171449762153
Banana,22.3,59.19,447.06,30,6.0,118.61046138410914
Banana,31.83,73.89,55.12,7,5.45,107.46983374353466
Banana,26.37,65.69,306.97,37,5.34,139.37104322535123
Banana,22.94,62.56,245.64,35,5.98,124.36262915767077
Banana,26.63,63.59,157.65,9,5.94,115.7110294093692
Banana,27.72,65.28,482.17,38,5.37,134.83604464006063
Banana,24.55,70.42,448.92,11,7.44,94.83318153403326
Banana,25.91,65.95,427.65,17,7.37,102.50227948234925
Banana,30.91,66.67,383.6,3,5.75,95.60724873994238
Banana,23.5,71.06,429.43,20,5.65,96.6273101284964
Banana,25.26,63.0,218.32,8,6.61,119.49616982064109
Banana,20.98,66.51,89.25,3,6.79,141.97083615100118
Banana,32.47,67.19,180.77,46,5.79,93.31593364227047
Banana,28.97,65.67,265.65,24,6.18,131.71630064630298
Banana,26.85,67.5,427.64,32,4.84,116.36491065886794
Banana,24.85,61.54,121.66,5,6.12,125.9155110688466
Banana,24.7,69.9,126.64,17,5.14,130.29456613817445
Banana,26.19,62.23,444.62,11,5.53,112.18434282849573
Banana,28.49,67.27,251.09,22,5.03,102.64452260052003
Banana,23.81,66.05,269.88,29,5.42,102.11624198049216
Banana,25.61,61.57,25.78,47,5.99,115.88066189836657
Banana,29.57,73.11,386.64,13,6.13,126.52212476423306
Banana,31.83,73.58,444.06,14,5.99,127.35942879663796
Banana,28.63,60.4,411.21,41,5.52,95.52752030618538
Banana,25.01,69.0,396.35,18,6.33,107.98978029683127
Banana,26.53,64.39,158.65,19,5.42,129.8326741654676
Banana,28.24,61.63,397.61,11,5.88,101.7939341181628
Banana,26.13,66.84,385.29,29,6.5,100.25117204034186
Banana,29.14,69.17,59.72,14,5.46,95.51974337192057
Banana,24.81,65.81,432.93,35,5.39,117.04282970941696
Banana,31.84,63.18,109.23,7,7.0,119.10094591150019
Banana,26.74,71.65,388.16,13,6.42,113.23504801295395
Banana,25.11,71.83,171.07,30,5.3,86.45446156776553
Banana,28.77,61.59,192.57,14,5.07,123.58898983680974
Banana,24.06,65.45,266.06,27,6.07,124.26894025422445
Banana,27.44,57.11,496.33,5,6.59,112.25306375195822
Banana,31.2,69.18,455.03,16,4.88,69.37673377725815
Banana,23.35,71.64,386.39,17,4.29,121.7846324276614
Banana,30.57,66.95,240.03,20,5.89,96.82248541748322
Banana,23.13,59.82,297.3,27,7.16,147.80907183562985
Banana,29.46,73.08,369.81,33,3.42,122.0643297323826
Banana,24.16,75.15,414.24,7,5.87,119.12467809249978
Banana,30.58,62.84,74.31,7,7.15,124.08138022310021
Banana,25.27,67.23,35.59,6,6.09,129.26325956321395
Banana,25.93,69.08,482.32,3,5.11,111.30379216042131
Banana,24.18,68.94,197.2,3,6.83,111.77435519579616
Banana,19.76,65.24,104.22,38,5.75,114.87154081298586
Banana,23.57,73.99,122.36,4,6.09,133.9666893734842
Banana,21.95,57.17,20.9,7,7.32,137.4496812385751
Banana,20.87,57.24,152.83,32,5.17,104.12761681970088
Banana,27.88,64.92,228.99,44,5.17,101.50372442439988
Banana,31.57,73.72,196.2,6,5.61,148.79217023163721
Banana,32.39,70.8,159.58,47,3.7,122.24059289161555
Banana,23.51,57.53,322.75,11,6.46,119.12509545295039
Banana,26.67,79.22,172.44,28,4.52,120.54480810437646
Banana,30.49,67.77,178.78,25,6.05,141.35232994677025
Banana,23.07,59.24,110.0,23,6.39,136.67487813031138
Banana,30.61,64.54,181.17,26,4.9,125.72165135714327
Banana,30.66,69.84,44.24,4,6.7,81.03722567462921
Banana,21.16,71.26,406.98,17,6.28,111.62494731249016
Banana,19.93,64.67,438.29,31,4.99,105.9454300779036
Banana,25.8,67.61,59.73,44,3.73,85.07790227320781
Banana,29.81,64.38,93.18,5,7.08,107.33882418650559
Banana,22.44,64.67,248.49,44,4.31,113.29191425390196
Banana,20.89,68.62,104.62,41,3.87,113.24344873339976
Banana,27.19,72.2,319.85,17,7.18,125.40907972490112
Banana,28.9,59.31,378.78,41,5.6,115.3627982828214
Banana,24.96,63.84,49.95,42,4.65,112.26399241328575
Banana,25.2,61.99,383.25,47,6.15,93.8532847392803
Banana,28.88,59.96,105.08,9,7.3,121.08154236663563
Banana,24.39,59.7,107.94,25,6.01,132.30871309189732
Banana,24.62,65.12,468.13,17,6.58,129.4778952942176
Banana,27.83,59.64,283.6,28,5.39,103.44915161124446
Banana,28.17,59.47,349.22,3,6.0,117.79836687641381
Banana,26.33,64.1,162.76,21,4.81,125.93063828706724
Banana,31.45,60.1,44.75,21,5.62,117.46013526112803
Banana,29.25,67.54,419.19,21,6.81,116.11674917343086
Banana,25.95,62.6,339.33,20,6.77,124.45332360364509
Banana,23.13,59.03,86.43,19,6.4,116.81375017859128
Banana,29.97,76.63,344.7,14,6.81,111.82256373965697
Banana,30.08,54.34,182.47,18,5.86,113.53304000190556
Banana,26.7,69.28,279.8,34,3.99,113.33870930189717
Banana,27.83,66.73,274.44,29,5.7,143.77653366809085
Banana,29.1,62.58,96.9,6,7.87,120.88180271165025
Banana,31.81,60.46,0.23,29,5.31,140.84172687941955
Banana,29.66,73.64,367.92,26,4.61,96.07517323847223
Banana,28.34,75.62,96.84,21,6.48,104.55789568709861
Banana,29.79,63.54,186.63,22,6.61,106.06575707743939
Banana,30.45,62.81,185.44,14,5.66,112.3726160091636
Banana,27.81,70.64,124.39,7,7.32,105.12353832423209
Banana,29.75,63.77,418.49,30,4.6,134.52688212337924
Banana,24.97,67.92,113.61,43,4.13,125.83052920954961
Banana,30.11,67.79,175.77,10,7.3,96.5142803241475
Banana,25.0,65.19,30.74,30,5.55,109.88716480080602
Banana,23.98,65.83,327.58,39,4.88,106.16620242767969
Banana,26.61,66.85,470.92,2,7.5,111.76365279948776
Banana,22.97,59.56,200.17,31,5.72,103.59534318171742
Banana,25.21,61.6,67.46,33,5.74,112.03860263794986
Banana,28.14,66.13,478.66,24,5.73,120.52141618139149
Banana,27.83,62.73,88.9,40,5.23,133.01532707074895
Banana,28.92,78.89,30.04,11,6.24,90.40621817890687
Banana,28.97,65.66,38.85,45,4.28,112.27739790365514
Banana,28.12,56.31,141.54,22,5.0,107.37747496271705
Banana,24.45,50.93,130.12,27,6.99,109.24142930698575
Banana,29.77,69.11,275.97,16,6.31,102.20792463542784
Banana,26.67,65.71,228.22,18,5.94,132.0466342694425
Banana,27.72,72.2,319.4,36,6.03,118.32020989285735
Banana,27.31,61.78,404.85,26,6.44,121.4121541514157
Banana,31.72,64.4,24.47,16,6.06,101.91660485507249
Banana,23.42,66.4,465.47,34,6.04,96.95556000341719
Banana,25.97,64.22,334.63,12,5.66,86.07023473771974
Banana,28.59,63.81,244.94,25,5.05,85.1407376329436
Banana,27.07,68.63,34.45,7,6.2,122.08590150119109
Banana,25.55,60.83,122.68,29,6.73,118.08090887812077
Banana,21.25,67.68,452.31,30,5.85,113.73190942555966
Banana,26.14,74.14,107.12,22,5.52,133.55743171131846
Banana,28.09,73.28,114.71,13,6.25,112.89441533198017
Banana,28.63,55.97,373.2,23,5.85,99.10381390289659
Banana,26.5,62.55,357.98,28,6.23,90.89577784222499
Banana,27.53,66.45,323.46,22,6.01,105.41630199036467
Banana,23.57,71.39,68.47,16,4.85,99.2436335406144
Banana,28.17,66.05,68.97,19,6.2,98.75574737431349
Banana,27.03,71.4,466.48,11,5.91,107.13018729232158
Banana,27.5,61.65,382.62,23,5.18,114.14471546590696
Banana,26.34,66.65,171.24,45,5.02,114.08872882789116
Banana,27.64,66.77,267.53,21,5.64,128.51981934212813
Banana,28.9,71.57,101.1,20,4.7,108.9747278819787
Banana,27.77,69.54,7.49,29,4.61,107.53292100215832
Banana,21.53,68.45,367.05,38,3.42,131.89277855640228
Banana,27.83,69.25,440.82,45,4.05,126.52097765279971
Banana,25.84,58.95,478.91,2,7.88,97.19913092292848
Banana,24.88,64.14,160.75,35,5.14,121.53604382562565
Banana,31.05,59.98,6.58,36,4.77,131.09885616560265
Banana,24.2,61.73,253.19,27,5.57,129.58896323416096
Banana,24.54,64.13,125.69,31,4.73,121.98216522635433
Banana,20.28,53.72,102.0,13,5.62,131.63744218922727
Banana,31.32,64.31,436.72,15,5.61,117.96211104224369
Banana,29.67,61.09,58.23,40,5.07,97.91771001677631
Banana,26.0,59.72,455.62,5,5.21,114.27482876634538
Banana,28.84,65.48,283.29,13,7.18,125.34107390277823
Banana,20.32,63.06,364.56,25,5.6,118.95636838825259
Banana,28.43,66.71,119.84,41,5.96,111.35859437521148
Banana,24.43,61.76,164.85,32,6.81,139.48085497296358
Banana,32.02,64.12,366.53,2,6.7,123.03896379547486
Banana,28.1,77.29,95.96,38,3.62,108.7933510413234
Banana,27.39,68.12,392.67,2,6.54,133.26850855552073
Banana,24.54,60.77,107.8,16,6.74,110.26536425133271
Banana,24.56,71.2,308.35,14,6.26,95.03754411140744
Banana,28.78,72.74,186.77,30,4.18,98.98944305707181
Banana,24.51,67.99,440.32,46,5.23,131.34473929688278
Banana,24.39,61.09,247.98,5,6.74,122.46374701683963
Banana,31.22,70.16,489.84,16,5.24,115.05100250458
Banana,27.86,62.11,78.26,45,4.76,79.82385687750192
Banana,23.71,71.75,102.23,41,4.55,106.00263805802092
Banana,28.66,63.8,152.06,13,5.36,135.43179159337922
Banana,26.16,63.6,116.13,26,6.02,118.80475208657782
Banana,21.7,67.62,232.48,28,5.7,108.75390236374409
Banana,25.5,72.05,432.81,7,7.09,134.98343828477073
Banana,23.85,76.84,352.5,24,4.83,122.4283429665179
Banana,27.77,65.14,451.69,16,6.86,134.99345278327246
Banana,25.03,62.95,219.73,40,4.0,137.89363873684565
Banana,27.27,60.9,193.78,6,7.02,114.9807230150625
Banana,29.0,57.59,316.96,24,5.05,112.24591753744721
Banana,34.08,59.97,338.47,16,4.9,106.37781772534998
Banana,32.94,66.18,40.36,26,5.63,157.01425796308638
Banana,27.67,70.27,204.96,31,4.83,113.51999764539124
Banana,26.84,60.48,469.8,45,4.0,118.92813651876591
Banana,25.21,68.94,81.65,44,4.55,89.98953914324827
Banana,22.07,60.69,381.84,5,7.29,131.80474732027412
Banana,20.14,61.3,393.46,14,5.35,104.8126606598537
Banana,24.47,59.65,419.49,41,5.7,97.9359452223656
Banana,31.91,71.66,328.36,40,4.58,114.61226597695638
Banana,31.81,73.03,489.01,24,4.56,134.83136057580086
Banana,27.21,61.35,120.39,17,5.8,110.67774815372563
Banana,28.4,60.95,168.41,36,5.42,121.44790822058371
Banana,25.19,68.11,414.56,17,6.21,123.99183984217134
Banana,26.91,73.64,15.17,8,5.5,119.57852247866713
Banana,24.67,73.07,473.2,46,4.44,113.6547110927171
Banana,24.67,63.07,339.18,14,5.76,139.68115313614334
Banana,28.84,64.08,177.03,30,4.97,127.53722964560137
Banana,25.18,58.84,95.25,40,5.96,98.55705685398655
Banana,28.48,63.02,111.73,21,5.64,111.89107509684438
Banana,26.56,65.48,89.41,30,6.61,131.16457935066512
Banana,31.25,58.25,196.75,19,6.01,69.95427065572848
Banana,28.66,62.28,276.78,23,5.63,160.08459285319495
Banana,27.73,66.11,446.67,37,4.79,118.32216367734286
Banana,22.71,57.4,244.83,42,6.2,123.26044746693331
Banana,25.53,67.35,369.44,37,5.03,97.29467144359776
Banana,26.85,70.1,73.93,9,6.28,138.92815738057078
Banana,27.16,67.85,319.52,4,6.88,129.4528708522903
Banana,28.99,62.52,220.35,30,5.04,101.60919397968433
Banana,27.62,70.86,232.12,10,6.31,99.95499380060558
Banana,23.9,71.94,291.22,9,6.02,101.87656497431229
Banana,28.78,66.59,468.13,31,4.13,158.2813427186233
Banana,25.62,65.75,349.55,13,5.85,80.84432179708817
Banana,25.06,61.9,208.38,47,5.03,71.37958862125032
Banana,23.69,62.97,67.88,29,6.01,96.01437374858652
Banana,25.95,70.36,42.43,43,4.55,117.75913511308842
Banana,25.33,74.25,483.27,44,5.27,136.41185428800497
Banana,30.48,62.93,78.8,11,6.09,134.4101018763202
Banana,26.2,64.14,28.3,14,5.41,111.104170867967
Banana,28.6,61.76,78.76,3,7.82,113.03930879852314
Banana,21.59,62.85,111.97,2,6.5,129.38227990155892
Banana,29.23,58.71,468.52,23,5.54,127.19381373115915
Banana,28.92,67.15,430.57,34,5.21,104.60342436024878
Banana,22.63,58.66,23.05,17,7.37,110.88889576839618
Banana,24.38,62.26,306.58,43,6.06,118.08554652377056
Banana,25.01,64.69,21.26,30,4.61,113.86277672993012
Banana,26.39,58.43,307.07,11,6.0,124.62485602393028
Banana,24.89,61.13,410.15,40,5.73,88.43705233346542
Banana,26.27,59.37,57.1,8,7.96,124.8574535494299
Banana,28.96,70.5,421.33,2,7.51,113.72934001979738
Banana,25.33,72.12,160.13,27,5.54,132.1865900351878
Banana,27.89,61.05,227.18,46,4.58,98.12121796321352
Banana,27.53,78.82,207.32,6,6.71,116.76676395001084
Banana,18.13,60.33,211.6,36,5.81,111.73553241102381
Banana,24.58,62.88,234.09,14,5.54,100.63179759553529
Banana,29.96,67.46,477.47,28,5.41,82.20568894795355
Banana,24.32,67.94,58.32,13,6.75,84.95307261631976
Banana,23.79,63.4,250.02,31,5.65,126.63265181802353
Banana,30.11,70.47,4.94,33,4.84,121.7265532583854
Banana,27.46,70.99,28.66,32,4.24,89.51656572434277
Banana,31.37,64.96,82.89,6,5.26,124.20203465205465
Banana,25.61,64.25,32.95,38,6.49,122.11822660277137
Banana,30.61,61.95,128.27,3,7.36,99.90272175531521
Banana,24.33,59.8,253.32,39,5.36,112.88135831780254
Banana,19.29,61.0,310.97,8,6.95,151.20735666393335
Banana,29.02,67.72,110.45,2,6.15,133.75951208044944
Banana,28.72,65.0,186.77,4,7.1,118.73339265824464
Banana,29.02,63.78,311.68,21,5.91,106.22116949808185
Banana,26.38,62.14,41.49,3,6.12,110.68582776840081
Banana,31.4,62.25,440.19,43,5.12,103.75429882090414
Banana,29.6,64.77,441.34,44,4.31,109.71634669394031
Banana,29.47,64.38,134.1,22,5.44,135.3164957920271
Banana,27.36,64.99,345.03,46,4.28,108.96176577410448
Banana,22.96,62.78,385.65,33,6.17,122.25599867198923
Banana,27.2,61.65,45.98,21,7.01,127.65961836792489
Banana,28.08,65.04,477.18,44,4.84,106.90347397149972
Banana,33.1,68.25,153.71,32,5.54,103.54274434543949
Banana,27.8,62.46,434.07,44,4.26,101.0086007334906
Banana,23.86,53.06,1.79,34,5.47,95.18267865280171
Banana,28.4,58.16,102.04,25,6.18,143.93136820803917
Banana,30.77,70.37,329.9,19,5.1,114.43672288769523
Banana,32.13,69.97,421.73,21,5.34,111.13189933726481
Banana,26.68,68.23,104.39,33,5.63,116.48189353021725
